College Name,Accepted Skills,Projects
Indian Institute of Information Technology Kochi,Express | GraphQL | PyTorch | Python | TensorFlow,Code Editor Lite | E-Commerce Site | Face Detection Tool | Fraud Detection | Music Streaming Prototype | Regex Visualizer | Search Engine Mini
Indian Institute of Information Technology Kolkata,Django | Docker | Git | Pandas | Swift | TypeScript,Anomaly Detector | Compiler Tiny | Fitness Tracker | Recommendation Engine | Search Engine Mini
Indian Institute of Information Technology Kozhikode,Azure | C | Django | Docker | Express | Java | Kafka | MongoDB | Terraform,Auto-Grader | Chat App | Crypto Arbitrage Bot | IoT Sensor Monitor | Map Routing App | Network Packet Sniffer | Search Engine Mini
Indian Institute of Information Technology Lucknow,Agile | Bash | CI/CD | Go | GraphQL | Linux | OpenCV | Swift | TensorFlow,Code Editor Lite | Fitness Tracker | Job Portal | Search Engine Mini | URL Shortener
Indian Institute of Information Technology Madurai,AWS | GCP | GraphQL | Java | OpenCV | RabbitMQ,Forum Platform | Gesture Recognition | IoT Sensor Monitor | Portfolio Website
Indian Institute of Information Technology Mumbai,Linux | Matplotlib | NumPy | Socket.IO | Storybook,AR Ruler | Blockchain Wallet Demo | DB Index Visualizer | Multi-tenant SaaS | Spam Filter
Indian Institute of Information Technology Mysuru,Bash | Express | FastAPI | Matplotlib | PyTorch | React | Storybook | TDD | Terraform | scikit-learn,Expense Splitter | File Sharing Service | Map Routing App | Portfolio Website | Weather Dashboard
Indian Institute of Information Technology Nagpur,Linux | React | Redis | Rust | TypeScript,Blockchain Wallet Demo | Blog CMS | Gesture Recognition | Map Routing App | Spam Filter | Todo API
Indian Institute of Information Technology Noida,C | Git | PyTorch | Redis | Rust | TensorFlow | Terraform,Auto-Grader | Code Editor Lite | Edge Caching Simulator | IoT Sensor Monitor | Memory Allocator Demo | Recommendation Engine | Sentiment Analyzer
Indian Institute of Information Technology Ongole,Bash | C | GraphQL | MongoDB | Pandas | PyTorch | Redis | Rust,Chat App | Code Editor Lite | Gesture Recognition | Multi-tenant SaaS | Network Packet Sniffer | Recommendation Engine
Indian Institute of Information Technology Patna,Agile | FastAPI | GCP | Linux | NumPy | OpenCV | PyTorch | Storybook | TensorFlow,Anomaly Detector | Blog CMS | Forum Platform | Gesture Recognition | Spam Filter | Speech-to-Text | Todo API
Indian Institute of Information Technology Pune,Bash | GraphQL | Matplotlib | Swift | TensorFlow,Blockchain Wallet Demo | DB Index Visualizer | Event Ticketing | Memory Allocator Demo | Multi-tenant SaaS | Sentiment Analyzer | Social Graph Analyzer
Indian Institute of Information Technology Quilon,Azure | C++ | Java | NumPy | PyTorch | React | Storybook,Chat App | Memory Allocator Demo | Search Engine Mini | URL Shortener
Indian Institute of Information Technology Raipur,Azure | C++ | Express | Kubernetes | Matplotlib | PostgreSQL | Socket.IO | scikit-learn,AR Ruler | Image Classifier | Memory Allocator Demo | Search Engine Mini | Sentiment Analyzer | URL Shortener | Weather Dashboard
Indian Institute of Information Technology Ranchi,CI/CD | Elasticsearch | Flask | GCP | Java | Kubernetes | PostgreSQL,Course Planner | DB Index Visualizer | File Sharing Service | Fraud Detection | Music Streaming Prototype | News Aggregator | Speech-to-Text
Indian Institute of Information Technology Salem,C++ | Express | Flask | GCP | MongoDB | PostgreSQL | PyTorch | Python | Rust | Socket.IO,Chat App | E-Commerce Site | Expense Splitter | Forum Platform | Fraud Detection | IoT Sensor Monitor
Indian Institute of Information Technology Surat,Agile | Bash | C | Django | Kubernetes | Linux | Storybook | Swift | TypeScript,Anomaly Detector | Auto-Grader | File Sharing Service | News Aggregator
Indian Institute of Information Technology Thane,CI/CD | Docker | Go | Kotlin | Kubernetes | Rust,Code Editor Lite | File Sharing Service | Forum Platform | Scheduling System | Spam Filter | URL Shortener
Indian Institute of Information Technology Thiruvananthapuram,AWS | Flask | GraphQL | Kubernetes | Linux | Pandas | PostgreSQL | PyTorch | React | TDD,Edge Caching Simulator | Job Portal | News Aggregator | Social Graph Analyzer
Indian Institute of Information Technology Thrissur,AWS | Flask | Go | NumPy | TensorFlow,Code Editor Lite | E-Commerce Site | Expense Splitter | Log Parser
Indian Institute of Information Technology Trichy,C++ | Django | Kubernetes | Rust | Storybook | TDD,DB Index Visualizer | E-Commerce Site | Gesture Recognition | Network Packet Sniffer | Smart Attendance | URL Shortener
Indian Institute of Information Technology Udaipur,Agile | C | CI/CD | Java | Kotlin | Linux | Pandas | PostgreSQL | Terraform,Fraud Detection | Log Parser | Sentiment Analyzer | Spam Filter | Todo API
Indian Institute of Information Technology Varanasi,Express | FastAPI | GraphQL | Linux | NumPy | Python | RabbitMQ | Socket.IO,Anomaly Detector | Chat App | Event Ticketing | Fraud Detection | IoT Sensor Monitor | Job Portal
Indian Institute of Information Technology Vijayawada,C | GraphQL | NumPy | Python | RabbitMQ | Redis,Chat App | Note Taking App | Quiz App | Todo API | VR Gallery | Weather Dashboard
Indian Institute of Information Technology Visakhapatnam,Java | React | Rust | Storybook | TypeScript | scikit-learn,Code Editor Lite | File Sharing Service | Fitness Tracker | Gesture Recognition | Smart Attendance
Indian Institute of Information Technology Warangal,C++ | Flask | Kafka | Storybook | Swift | TypeScript | scikit-learn,AR Ruler | Blockchain Wallet Demo | Course Planner | File Sharing Service | Portfolio Website
Indian Institute of Information Technology Xavierabad,Java | Matplotlib | Pandas | Storybook | Swift,Code Editor Lite | E-Commerce Site | Network Packet Sniffer | Portfolio Website | Traffic Simulation
Indian Institute of Information Technology Yamunanagar,Agile | Java | Kotlin | Linux | Node.js | NumPy,Blog CMS | Course Planner | Face Detection Tool | File Sharing Service | VR Gallery
Indian Institute of Information Technology Zirakpur,Agile | C++ | CI/CD | Express | Flask | Go | Kafka | PyTorch | React | TensorFlow,Code Editor Lite | Event Ticketing | Face Detection Tool | IoT Sensor Monitor | Spam Filter | Speech-to-Text
Indian Institute of Technology Aaravpur,Express | MongoDB | NumPy | PostgreSQL | RabbitMQ | Storybook | Swift,Course Planner | E-Commerce Site | News Aggregator | Note Taking App
Indian Institute of Technology Amritsar,C | CI/CD | MongoDB | Socket.IO | TDD,Compiler Tiny | DB Index Visualizer | Edge Caching Simulator | File Sharing Service | Portfolio Website
Indian Institute of Technology Baroda,Agile | Docker | FastAPI | Kafka | Kubernetes | Node.js | Pandas | PyTorch | TensorFlow | Terraform,Blog CMS | E-Commerce Site | Edge Caching Simulator | Face Detection Tool | Regex Visualizer | Scheduling System
Indian Institute of Technology Belagavi,C++ | CI/CD | Docker | Flask | NumPy | PostgreSQL | Rust | Swift | TensorFlow | TypeScript,Anomaly Detector | Fitness Tracker | Fraud Detection | Image Classifier | Todo API
Indian Institute of Technology Bengaluru,C++ | Flask | GraphQL | Matplotlib | Pandas | Terraform | TypeScript | scikit-learn,Auto-Grader | Blog CMS | Event Ticketing | Gesture Recognition | Music Streaming Prototype
Indian Institute of Technology Bhopal,GraphQL | PyTorch | Python | Socket.IO | Storybook | TDD | TensorFlow,Course Planner | Event Ticketing | Expense Splitter | Handwriting OCR | Job Portal | Scheduling System | Search Engine Mini
Indian Institute of Technology Chandipur,C++ | Elasticsearch | Git | GraphQL | React | Redis,AR Ruler | Edge Caching Simulator | Music Streaming Prototype | Regex Visualizer | Search Engine Mini | Smart Attendance | VR Gallery
Indian Institute of Technology Chennai,Express | Go | Java | Kubernetes | Linux | PostgreSQL | Python | TensorFlow | TypeScript,AR Ruler | Event Ticketing | Face Detection Tool | Handwriting OCR | Log Parser | Traffic Simulation | URL Shortener
Indian Institute of Technology Coimbatore,Agile | Bash | C | CI/CD | Java | Pandas | PostgreSQL | PyTorch,Code Editor Lite | Crypto Arbitrage Bot | Fitness Tracker | Social Graph Analyzer | Traffic Simulation
Indian Institute of Technology Dehradun,AWS | CI/CD | Django | Git | Go | Linux | PostgreSQL | Terraform | scikit-learn,Crypto Arbitrage Bot | Handwriting OCR | Music Streaming Prototype | Network Packet Sniffer | Smart Attendance | Todo API
Indian Institute of Technology Ernakulam,C | Flask | GCP | Kafka | RabbitMQ | Socket.IO,IoT Sensor Monitor | Memory Allocator Demo | Recommendation Engine | Spam Filter | Traffic Simulation | VR Gallery
Indian Institute of Technology Faridabad,Agile | Bash | C++ | Django | GraphQL | Kafka | Kubernetes | PostgreSQL | TDD | TensorFlow,Chat App | Edge Caching Simulator | Fraud Detection | Gesture Recognition | Spam Filter
Indian Institute of Technology Gurugram,AWS | CI/CD | Express | Kafka | Node.js | Pandas | Socket.IO | Storybook | TensorFlow,Face Detection Tool | Forum Platform | Scheduling System | Spam Filter
Indian Institute of Technology Guwahati,C++ | Git | Kotlin | Linux | PostgreSQL,Crypto Arbitrage Bot | DB Index Visualizer | Fitness Tracker | Multi-tenant SaaS | Music Streaming Prototype | Social Graph Analyzer | Stock Price Tracker
Indian Institute of Technology Gwalior,Go | GraphQL | Kotlin | OpenCV | PostgreSQL | Storybook | TDD | Tailwind CSS | Terraform,Blockchain Wallet Demo | DB Index Visualizer | Face Detection Tool | Note Taking App | Stock Price Tracker
Indian Institute of Technology Hubballi,C | Kafka | Kubernetes | MongoDB | NumPy | Pandas | Redis | Rust | TDD,E-Commerce Site | Search Engine Mini | Sentiment Analyzer | URL Shortener
Indian Institute of Technology Hyderabad,AWS | Bash | C | Docker | Elasticsearch | Express | Python | TDD | TensorFlow | TypeScript,Auto-Grader | Image Classifier | Job Portal | Regex Visualizer | Search Engine Mini | Sentiment Analyzer | Spam Filter
Indian Institute of Technology Indore,AWS | Go | Kafka | PyTorch | Rust,Blog CMS | Map Routing App | Sentiment Analyzer | Weather Dashboard
Indian Institute of Technology Jabalpur,Azure | CI/CD | Docker | GraphQL | Kubernetes | Pandas | Storybook | Swift | TDD | TensorFlow,Chat App | DB Index Visualizer | E-Commerce Site | Event Ticketing | Handwriting OCR | Image Classifier | Traffic Simulation
Indian Institute of Technology Jaipur,AWS | C | GraphQL | Java | Linux | OpenCV | PostgreSQL | Socket.IO | TDD | TypeScript,Fitness Tracker | News Aggregator | Sentiment Analyzer | Weather Dashboard
Indian Institute of Technology Jodhpur,AWS | Agile | Docker | Git | GraphQL | Node.js | Python | Socket.IO | scikit-learn,Code Editor Lite | DB Index Visualizer | Edge Caching Simulator | Music Streaming Prototype
Indian Institute of Technology Kochi,Azure | Elasticsearch | Express | FastAPI | Matplotlib | OpenCV | Redis | Storybook | Tailwind CSS,Edge Caching Simulator | Fitness Tracker | Forum Platform | Handwriting OCR | IoT Sensor Monitor | Multi-tenant SaaS | Sentiment Analyzer
Indian Institute of Technology Kolkata,Bash | Kafka | NumPy | OpenCV | Python | Storybook | Swift | TDD,Code Editor Lite | Face Detection Tool | Music Streaming Prototype | Recommendation Engine | Scheduling System | Speech-to-Text | Stock Price Tracker
Indian Institute of Technology Kozhikode,AWS | C++ | Elasticsearch | Express | Flask | Go | Linux | NumPy | TDD | scikit-learn,Compiler Tiny | Fraud Detection | IoT Sensor Monitor | Log Parser | Portfolio Website | Smart Attendance
Indian Institute of Technology Lucknow,AWS | Azure | Bash | Docker | Express | Git | Kotlin | Kubernetes | MongoDB | NumPy,Chat App | Course Planner | Gesture Recognition | Memory Allocator Demo
Indian Institute of Technology Madurai,Azure | FastAPI | GCP | Matplotlib | NumPy | Storybook,IoT Sensor Monitor | Log Parser | News Aggregator | Sentiment Analyzer | VR Gallery
Indian Institute of Technology Mumbai,Agile | C | Kotlin | Linux | Tailwind CSS | TypeScript,Blog CMS | DB Index Visualizer | Image Classifier | URL Shortener
Indian Institute of Technology Mysuru,C | FastAPI | Flask | Kotlin | React,Edge Caching Simulator | Multi-tenant SaaS | Quiz App | Stock Price Tracker
Indian Institute of Technology Nagpur,Elasticsearch | GraphQL | Kubernetes | OpenCV | PostgreSQL | Python | Socket.IO | Swift | TDD | scikit-learn,Code Editor Lite | Face Detection Tool | Fraud Detection | Note Taking App | Stock Price Tracker
Indian Institute of Technology Noida,CI/CD | Flask | Linux | Matplotlib | React | TDD,DB Index Visualizer | Music Streaming Prototype | Todo API | URL Shortener
Indian Institute of Technology Ongole,Bash | FastAPI | Flask | Java | MongoDB | NumPy,Gesture Recognition | IoT Sensor Monitor | Log Parser | Note Taking App | Quiz App | Smart Attendance | Spam Filter
Indian Institute of Technology Patna,Azure | C | C++ | Flask | GCP | Kafka | MongoDB | OpenCV | PyTorch | Rust,Code Editor Lite | Expense Splitter | Memory Allocator Demo | News Aggregator | Todo API
Indian Institute of Technology Pune,AWS | Agile | Azure | C | FastAPI | Kafka | Kubernetes | RabbitMQ | Redis | TDD,E-Commerce Site | Log Parser | News Aggregator | Search Engine Mini
Indian Institute of Technology Quilon,Bash | Django | Kotlin | Socket.IO | TDD,Chat App | Fraud Detection | Image Classifier | Log Parser | Music Streaming Prototype
Indian Institute of Technology Raipur,CI/CD | Elasticsearch | Express | Flask | GCP | Kubernetes | OpenCV | Python | Rust | TDD,Gesture Recognition | Quiz App | Recommendation Engine | Social Graph Analyzer | Stock Price Tracker | Todo API
Indian Institute of Technology Ranchi,Agile | C | Django | Flask | Kotlin | NumPy | OpenCV | Storybook,DB Index Visualizer | Image Classifier | Memory Allocator Demo | Search Engine Mini | Speech-to-Text | Traffic Simulation
Indian Institute of Technology Salem,Agile | Git | Kubernetes | Linux | Node.js | Pandas | Python | Redis | Tailwind CSS,Crypto Arbitrage Bot | Expense Splitter | File Sharing Service | Scheduling System | Social Graph Analyzer
Indian Institute of Technology Surat,Express | FastAPI | Go | Matplotlib | Pandas | Tailwind CSS,Image Classifier | Multi-tenant SaaS | Smart Attendance | Traffic Simulation
Indian Institute of Technology Thane,Azure | Docker | Go | Storybook | scikit-learn,AR Ruler | Auto-Grader | File Sharing Service | Fitness Tracker | Music Streaming Prototype | Smart Attendance | Weather Dashboard
Indian Institute of Technology Thiruvananthapuram,Bash | C | C++ | MongoDB | NumPy | Redis | scikit-learn,Event Ticketing | Expense Splitter | Fraud Detection | IoT Sensor Monitor | Quiz App | URL Shortener
Indian Institute of Technology Thrissur,Azure | Flask | GCP | Git | Kotlin | Pandas | TDD | Tailwind CSS | scikit-learn,Blog CMS | Crypto Arbitrage Bot | DB Index Visualizer | Expense Splitter | Memory Allocator Demo | Quiz App | Social Graph Analyzer
Indian Institute of Technology Trichy,C++ | Django | Pandas | PyTorch | scikit-learn,Fitness Tracker | Map Routing App | Network Packet Sniffer | URL Shortener
Indian Institute of Technology Udaipur,AWS | CI/CD | Docker | Git | Kubernetes | Pandas | TDD,Blog CMS | Course Planner | Network Packet Sniffer | Sentiment Analyzer
Indian Institute of Technology Varanasi,Agile | Flask | Java | Matplotlib | OpenCV | Python,AR Ruler | Anomaly Detector | Edge Caching Simulator | File Sharing Service | Job Portal | Map Routing App | Todo API
Indian Institute of Technology Vijayawada,AWS | GCP | Git | GraphQL | Kafka | MongoDB | NumPy | Tailwind CSS | scikit-learn,Anomaly Detector | DB Index Visualizer | Forum Platform | Multi-tenant SaaS
Indian Institute of Technology Visakhapatnam,C | C++ | Express | Go | Linux | Pandas | Python | RabbitMQ | Rust,DB Index Visualizer | E-Commerce Site | IoT Sensor Monitor | Memory Allocator Demo | VR Gallery
Indian Institute of Technology Warangal,Azure | Elasticsearch | Express | Git | GraphQL | MongoDB | RabbitMQ,Course Planner | Edge Caching Simulator | Smart Attendance | Speech-to-Text
Indian Institute of Technology Xavierabad,C | CI/CD | Django | Docker | MongoDB | Redis | Tailwind CSS | TypeScript,Edge Caching Simulator | Gesture Recognition | Note Taking App | Spam Filter
